Model Time, 23LT0001:MeasuredValue, 23LT0002:MeasuredValue, 23PT0001:MeasuredValue, 23PT0002:MeasuredValue, 23PT0003:MeasuredValue, 23FE0001:VolumeFlow, 23TT0003:MeasuredValue, 23LT0001:AlarmHighHigh, 23LT0001:AlarmLowLow, 23LT0001:AlarmHigh, 23LT0001:AlarmLow, 23LT0002:AlarmHighHigh, 23LT0002:AlarmHigh, 23LT0002:AlarmLow, 23LT0002:AlarmLowLow, 23PT0001:AlarmHighHigh, 23PT0001:AlarmHigh, 23PT0001:AlarmLow, 23PT0001:AlarmLowLow, 23LV0001:ValveStemPosition, 23LV0002:ValveStemPosition, 23TV0003:ValveStemPosition, 23UV0001:ValveStemPosition, 25ESV0001:ValveStemPosition, 23ESV0002:ValveStemPosition, 23ESV0003:ValveStemPosition, 23ESV0005:ValveStemPosition, 23KA0001_m:MachineSpeed
, mm, mm, barg, barg, barg, m3/h, C, , , , , , , , , , , , , fraction, fraction, fraction, fraction, fraction, fraction, fraction, fraction, rpm
000:00:00.00,500,1500.02,24,23.8019,50.2068,6712.16,45,1,1,1,1,1,1,1,1,1,1,1,1,0.826451,0.473625,0.020533,0,1,1,1,1,7546.85
000:01:12.00,500,1500.01,24,23.8019,50.2068,6712.17,45,1,1,1,1,1,1,1,1,1,1,1,1,0.82645,0.473621,0.020533,0,1,1,1,1,7546.85
000:02:24.00,500,1500,24,23.8019,50.2068,6712.17,45,1,1,1,1,1,1,1,1,1,1,1,1,0.82645,0.473619,0.020533,0,1,1,1,1,7546.85
000:03:36.00,500,1500,24,23.8019,50.2068,6712.17,45,1,1,1,1,1,1,1,1,1,1,1,1,0.82645,0.473618,0.020533,0,1,1,1,1,7546.85
000:04:48.00,500,1500,24,23.8019,50.2068,6712.17,45,1,1,1,1,1,1,1,1,1,1,1,1,0.82645,0.473617,0.020533,0,1,1,1,1,7546.85
000:06:00.00,501.171,1501.89,23.9505,23.7643,50.1971,6565.29,44.8461,1,1,1,1,1,1,1,1,1,1,1,1,0.828497,0.474573,0.0200387,0,1,1,1,1,7536.33
000:07:12.00,486.505,1491.66,25.6335,25.2793,50.4112,8947.4,47.3662,1,1,1,1,1,1,1,1,1,1,1,1,0.811782,0.470989,0.0283619,0,1,1,1,1,7874.26
000:08:24.00,356.451,1163.59,22.3179,21.6101,50.4052,10010.9,45.5499,1,1,1,0,1,1,0,1,1,1,1,1,0.401717,0.280001,0.0315372,0.00235454,1,1,1,1,8306.2
000:09:36.00,449.373,1336.88,22.8668,22.3995,50.3175,8839.35,44.5093,1,1,1,1,1,1,1,1,1,1,1,1,0.511526,0.343819,0.0273506,0.0127327,1,1,1,1,7939.25
000:10:48.00,371.74,1140.59,24.2869,23.3438,50.7329,12494.4,46.9518,1,1,1,0,1,1,0,1,1,1,1,1,0.272537,0.218864,0.0386666,0,1,1,1,1,9056.66
000:12:00.00,535.72,1434.82,23.2756,23.0916,50.1996,7258.59,43.1919,1,1,1,1,1,1,1,1,1,1,1,1,0.53967,0.338273,0.0230966,0.00906717,1,1,1,1,7722.92
000:13:12.00,450.431,1275.08,21.4525,21.4252,50.2654,9686.2,43.9125,1,1,1,1,1,1,1,1,1,1,0,1,0.368431,0.246771,0.0287329,0.0324416,1,1,1,1,8303.65
000:14:24.00,554.687,1530.32,25.2358,24.8239,50.4378,9415.72,45.827,1,1,1,1,1,1,1,1,1,1,1,1,0.606602,0.364795,0.0306021,0,1,1,1,1,8031.74
000:15:36.00,528.297,1508.42,24.8674,24.4092,50.4677,9860.19,45.9593,1,1,1,1,1,1,1,1,1,1,1,1,0.591249,0.353439,0.0316717,0,1,1,1,1,8182.43
000:16:48.00,471.705,1377.92,24.2372,23.774,50.4829,10287.8,45.4521,1,1,1,1,1,1,1,1,1,1,1,1,0.461137,0.278469,0.0322657,0,1,1,1,1,8370.62
000:18:00.00,527.869,1501.99,24.7651,24.4196,50.4094,9313.37,45.3032,1,1,1,1,1,1,1,1,1,1,1,1,0.543893,0.326283,0.0300732,0,1,1,1,1,8064.99
000:19:12.00,501.678,1458.01,22.6319,22.2691,50.253,8854.97,44.0749,1,1,1,1,1,1,1,1,1,1,1,1,0.480304,0.298982,0.0274639,0.0114613,1,1,1,1,8048.25
000:20:24.00,543.704,1591.57,25.193,24.7314,50.4708,9753.2,45.9128,1,1,1,1,1,1,1,1,1,1,1,1,0.642866,0.375277,0.0295922,0,1,1,1,1,8125.77
000:21:36.00,525.14,1574.75,23.0317,22.8939,50.2114,7974.65,43.5079,1,1,1,1,1,1,1,1,1,1,1,1,0.621429,0.374073,0.0230735,0.0307617,1,1,1,1,7807.03
000:22:48.00,477.096,1524.29,24.5743,24.0965,50.4917,10202,46.1122,1,1,1,1,1,1,1,1,1,1,1,1,0.568313,0.359862,0.0312914,0,1,1,1,1,8314.57
000:24:00.00,441.458,1380.01,24.1183,23.6881,50.469,10181,45.5211,1,1,1,1,1,1,1,1,1,1,1,1,0.429998,0.27915,0.0318059,0,1,1,1,1,8359.56
000:25:12.00,478.541,1395.04,22.8307,22.6498,50.205,8657.61,43.3278,1,1,1,1,1,1,1,1,1,1,1,1,0.430919,0.26955,0.0248904,0.0252112,1,1,1,1,8017.69
000:26:24.00,558.481,1594.68,26.6195,26.5517,50.5017,9641.88,46.2775,1,1,1,1,1,1,1,1,1,1,1,1,0.666046,0.375698,0.0298883,0,1,1,1,1,8099.3
000:27:36.00,435.301,1338.4,23.2379,22.5278,50.4705,10594.8,45.3014,1,1,1,1,1,1,1,1,1,1,1,1,0.348453,0.236206,0.0336282,0,1,1,1,1,8538.82
000:28:48.00,528.712,1521.8,25.1282,24.6495,50.4727,9783.98,45.3095,1,1,1,1,1,1,1,1,1,1,1,1,0.512513,0.317223,0.0312079,0,1,1,1,1,8186.78
000:30:00.00,511.789,1526.48,24.525,24.0471,50.492,10235.6,45.7917,1,1,1,1,1,1,1,1,1,1,1,1,0.537802,0.327471,0.031695,0,1,1,1,1,8331.53
